semestre_plan	codigo	nombre_plan	sede	grupo	tipo	modalidad	periodo	creditos_guia	horas_guia	profesor	horario_original	archivo_fuente
2	CE1103	algoritmos y estructuras de datos i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	4	12	RAMIREZ HERRERA JOSE ISAAC	MIE[17:00-18:50] VIE[17:00-18:50]	Guia de Horario de la Escuela CE.mhtml
2	CE1105	principios de modelado en ingeniería	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Semipresencial	SEMESTRE	1	3	9	MORA ROJAS DIEGO	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela CE.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Virtual	SEMESTRE	1	3	4	CAMBRONERO CORDERO MICHAEL	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	13	Virtual	SEMESTRE	1	3	4	CAMBRONERO CORDERO MICHAEL	MIE[15:00-16:50] VIE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Regular	SEMESTRE	1	3	4	CORRALES QUESADA ESTEBAN	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Regular	SEMESTRE	1	3	4	CORRALES QUESADA ESTEBAN	MAR[17:00-18:50] JUE[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	12	Regular	SEMESTRE	1	3	4	MONTERO ZELEDON ERNESTO	MIE[13:00-14:50] VIE[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	3	4	MURILLO SALAZAR DENNIS	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	3	4	PINEDA LIZANO JUAN JOSE	MAR[13:00-14:50] JUE[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	3	4	ROJAS PEREZ FRANCISCO	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	3	4	SEGURA CARVAJAL MARCOS	MIE[07:30-09:20] VIE[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	14	Grupo RN	SEMESTRE	1	3	4	SEGURA CARVAJAL MARCOS	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	3	4	SEGURA ZARATE ANA YANCY	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Regular	SEMESTRE	1	3	4	SEGURA ZARATE ANA YANCY	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Virtual	SEMESTRE	1	3	4	VARGAS BLANCO IVAN	MAR[17:00-18:50] JUE[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1101	física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Virtual	SEMESTRE	1	3	4	VARGAS BLANCO IVAN	MAR[13:00-14:50] JUE[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Regular	SEMESTRE	1	1	2	ELIZONDO ZUÑIGA JENNIFER	MIE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Regular	SEMESTRE	1	1	2	GUTIERREZ CHAVES CARLOS ROBERTO	VIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	1	2	JIMENEZ CARBALLO CARLOS ADRIAN	MAR[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	1	2	JIMENEZ CARBALLO CARLOS ADRIAN	MIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	1	2	MAYORGA ESPINOZA CARLOS	MAR[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	1	2	MAYORGA ESPINOZA CARLOS	MAR[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Regular	SEMESTRE	1	1	2	MAYORGA ESPINOZA CARLOS	JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
